symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Geneid	Regulate
Ep300	1364.70070974856	-0.231961638168033	0.285245611545516	-0.813199673471642	0.416103586611148	0.685851830966675	ENSMUSG00000055024.12	Normal
Rab7b	62.9659221758345	0.503735371470111	0.619724925979652	0.812837035195597	0.416311498644979	0.685995283045951	ENSMUSG00000052688.12	Normal
Gm38190	53.9580246120995	-0.599984813756076	0.738131213014122	-0.812843032753035	0.41630805955643	0.685995283045951	ENSMUSG00000102302.1	Normal
Zfp408	144.376596898882	0.362047418986226	0.445519033658567	0.81264186630394	0.416423420536871	0.686037704489356	ENSMUSG00000075040.9	Normal
Dhdds	381.692890976722	0.288078379136671	0.354522511348525	0.812581345091133	0.416458130742878	0.686037704489356	ENSMUSG00000012117.13	Normal
Zfp341	111.741132476978	0.468787315283326	0.577251486476198	0.812102396037148	0.416732878442166	0.686390679192945	ENSMUSG00000059842.12	Normal
Max	756.093962093021	-0.252917843151923	0.311661264429367	-0.811515167324371	0.417069886306821	0.686846083804761	ENSMUSG00000059436.13	Normal
F730043M19Rik	183.338960789278	-0.340263501035062	0.419535453394324	-0.811048263697624	0.417337954795585	0.687187840842868	ENSMUSG00000052125.16	Normal
Med13l	853.218331160199	0.30043172763282	0.370495076141308	0.810892632533216	0.41742733158214	0.687235308015272	ENSMUSG00000018076.12	Normal
Aig1	138.665225504566	-0.371317829177733	0.458118119524498	-0.810528580627068	0.417636445519537	0.687479863182994	ENSMUSG00000019806.13	Normal
Ddx59	70.9046594737697	0.466571749912382	0.575911040320039	0.810145521178243	0.417856544151551	0.687646778177721	ENSMUSG00000026404.12	Normal
Pop5	158.162197921323	0.36509948975448	0.450661539784995	0.810141220235177	0.417859015779008	0.687646778177721	ENSMUSG00000060152.14	Normal
Lman2l	297.776245008101	0.293764948008628	0.362701426935063	0.809936014013041	0.417976951861189	0.687741142885546	ENSMUSG00000001143.13	Normal
Mical2	3482.3649723481	-0.267558089605958	0.330478196881052	-0.809608900469339	0.418164991026761	0.687950811444229	ENSMUSG00000038244.14	Normal
Tcea2	74.1118416892479	0.488849831823306	0.603969645047	0.809394703578628	0.41828814774853	0.687968394434802	ENSMUSG00000059540.15	Normal
Pla2r1	105.676031177473	0.404298275722128	0.499581406484248	0.809274065196571	0.418357520562908	0.687968394434802	ENSMUSG00000054580.14	Normal
Sccpdh	328.778096937228	-0.284313118895582	0.351305627277588	-0.809304197882743	0.418340192198847	0.687968394434802	ENSMUSG00000038936.13	Normal
Ccl25	113.659842472921	-0.398678970897576	0.492779359074476	-0.809041538684501	0.418491253488873	0.688088617571882	ENSMUSG00000023235.14	Normal
Cenpx	144.741908422374	0.363888924206424	0.450102472864945	0.808457953786026	0.418827001363864	0.688381554555315	ENSMUSG00000025144.17	Normal
Nsun2	2210.00513833596	-0.226424972982099	0.280075815012853	-0.80844171772457	0.418836344555054	0.688381554555315	ENSMUSG00000021595.18	Normal
Nrep	55.0688778211791	-0.544823364618359	0.673939686307045	-0.808415612981336	0.418851367027225	0.688381554555315	ENSMUSG00000042834.15	Normal
Praf2	200.854071435316	-0.333766621654314	0.412930978970278	-0.808286708075584	0.418925552460628	0.688403796210818	ENSMUSG00000031149.7	Normal
Lrsam1	126.051807460119	0.393737904662483	0.487247782910886	0.808085574674631	0.419041321203053	0.688487821581731	ENSMUSG00000026792.16	Normal
Zbtb8os	231.309669757989	-0.313116769230208	0.387526938434644	-0.807987105348071	0.41909800522539	0.688487821581731	ENSMUSG00000057572.15	Normal
2410002F23Rik	699.616048612088	-0.24759656598507	0.306637594829942	-0.807456652933847	0.419403438573117	0.688877479078172	ENSMUSG00000045411.16	Normal
Arl14ep	634.199259656035	-0.25800946905144	0.319570045104277	-0.807364372863076	0.419456586599934	0.688877479078172	ENSMUSG00000027122.15	Normal
Bnip3l-ps	46.3504322750019	0.562130627369853	0.696348789558406	0.807254404400317	0.419519927296936	0.688881825060796	ENSMUSG00000073198.5	Normal
Coq2	339.577230870938	0.300709673692032	0.372665397470989	0.806916004900727	0.419714877182979	0.688902943749358	ENSMUSG00000029319.8	Normal
Wtap	705.388684156098	-0.259777867923968	0.321919219146584	-0.806966010332177	0.419686066006589	0.688902943749358	ENSMUSG00000060475.13	Normal
Zc4h2	51.6412682642421	-0.532233176920137	0.659504393805709	-0.807019910585969	0.419655012087636	0.688902943749358	ENSMUSG00000035062.13	Normal
Vgll4	526.115680803533	0.278318901262027	0.345070101472189	0.806557566345569	0.419921429509178	0.688992195925005	ENSMUSG00000030315.15	Normal
Gpc4	755.022631838548	-0.251858526836386	0.31223667708231	-0.806626976657176	0.419881426745656	0.688992195925005	ENSMUSG00000031119.4	Normal
Gm20075	82.5832497441692	-0.467639176389367	0.579833745198908	-0.806505623830063	0.419951366643981	0.688992195925005	ENSMUSG00000114133.1	Normal
Fosb	96.7223185597605	-0.560150605955467	0.695179096841577	-0.805764454800801	0.420378676965465	0.68959358051135	ENSMUSG00000003545.3	Normal
Cdc26	309.007935056435	-0.293502045284248	0.364460135938455	-0.805306304703268	0.420642944472559	0.6899273727982	ENSMUSG00000066149.11	Normal
Msl1	727.307751800466	0.284619730561332	0.353501883858272	0.805143461909933	0.420736898009102	0.689960764182085	ENSMUSG00000052915.14	Normal
Eif4e3	221.886627167127	-0.317022703051615	0.393787523501799	-0.805060303161604	0.420784881909109	0.689960764182085	ENSMUSG00000093661.1	Normal
Mif4gd	66.2470550077354	0.493421538876534	0.613169833592251	0.804706154550734	0.420989267174628	0.690098156627054	ENSMUSG00000020743.15	Normal
5930430L01Rik	97.1710485054731	0.443890902497088	0.551619823497974	0.804704406165559	0.420990276342354	0.690098156627054	ENSMUSG00000106951.1	Normal
Fam118b	207.39493145975	-0.321757939112573	0.399935828235521	-0.804523917079743	0.421094462260943	0.690169263055841	ENSMUSG00000050471.17	Normal
Dcaf6	254.635514468284	0.329702957132271	0.41008633606317	0.803984254382677	0.421406068593092	0.690561692580885	ENSMUSG00000026571.12	Normal
Mrpl30	630.797374615725	-0.258558934347874	0.321662006397745	-0.803821804270406	0.42149989530212	0.690561692580885	ENSMUSG00000026087.11	Normal
Kbtbd7	80.0442880290169	-0.448431310878768	0.557893891766702	-0.80379318988187	0.421516423453777	0.690561692580885	ENSMUSG00000043881.9	Normal
Sec16b	57.2521418506275	0.611681363942383	0.761540145130528	0.803216176919395	0.421849796954715	0.690817443783103	ENSMUSG00000026589.14	Normal
1600020E01Rik	85.0887194441225	0.522338776126397	0.650772000409059	0.802644821532069	0.422180054027587	0.690817443783103	ENSMUSG00000097048.7	Normal
Gmds	132.6839246733	0.41140013490702	0.512768930166978	0.802310964459279	0.4223731015207	0.690817443783103	ENSMUSG00000038372.14	Normal
Fem1a	454.090566603312	0.312480426634942	0.389060434968509	0.803166805332529	0.42187832893164	0.690817443783103	ENSMUSG00000043683.4	Normal
Ank3	915.15565384964	0.248204743743784	0.309278510457293	0.802528256414562	0.422247450059082	0.690817443783103	ENSMUSG00000069601.14	Normal
Immt	1997.63744862789	-0.224008660889819	0.279182686063377	-0.802373041281531	0.42233720268048	0.690817443783103	ENSMUSG00000052337.15	Normal
Wdr45b	788.042084421964	-0.24005549011305	0.299172307087611	-0.802398766282705	0.422322326513431	0.690817443783103	ENSMUSG00000025173.13	Normal
Mettl2	391.815996073049	-0.273028686113859	0.340078534408215	-0.802840104533405	0.42206715874219	0.690817443783103	ENSMUSG00000020691.13	Normal
Mrpl33	304.670572468517	-0.312842292734383	0.389475595819779	-0.803239782138092	0.421836155833185	0.690817443783103	ENSMUSG00000106918.3	Normal
Setdb2	154.62882707473	-0.360474177959891	0.448923714934656	-0.802974238089339	0.42198962488764	0.690817443783103	ENSMUSG00000071350.12	Normal
9130023H24Rik	123.098290748102	-0.386350600194403	0.481578143086514	-0.802259416754709	0.422402912762531	0.690817443783103	ENSMUSG00000062944.4	Normal
Slc39a8	53.3625916571743	-0.529425055331089	0.659591843888305	-0.802655551666799	0.422173850357296	0.690817443783103	ENSMUSG00000053897.15	Normal
L3hypdh	81.8350822689689	0.471912199444962	0.588551859797839	0.801819230691171	0.422657532858688	0.69086791307531	ENSMUSG00000019718.8	Normal
Ggnbp2	881.771043007986	-0.247611945366168	0.308717021556402	-0.802067680356038	0.422513809222466	0.69086791307531	ENSMUSG00000020530.14	Normal
Dpagt1	493.433629247847	-0.278610805612384	0.347488108960906	-0.801785150132227	0.42267725007885	0.69086791307531	ENSMUSG00000032123.5	Normal
Tmem95	50.4352378113236	-0.679450994288249	0.847230464854537	-0.801967141732687	0.422571965547789	0.69086791307531	ENSMUSG00000094845.2	Normal
Slc66a2	102.370162754823	0.401292993273501	0.500588825637203	0.801641931904278	0.422760114507508	0.690903858842363	ENSMUSG00000034006.17	Normal
Atg4c	160.167002091722	-0.350222361452184	0.437350807080852	-0.800781331100731	0.423258248624098	0.6916183590388	ENSMUSG00000028550.15	Normal
Btbd9	207.075214110107	0.32441971161546	0.405281347241786	0.800480243720457	0.423432605522659	0.691681270575427	ENSMUSG00000062202.14	Normal
Usp40	611.435881580554	-0.261081328508548	0.326136199330938	-0.800528518588709	0.423404647166742	0.691681270575427	ENSMUSG00000005501.14	Normal
Greb1l	51.1193270967777	-0.544572575495003	0.680376253104923	-0.800399151219382	0.423479572619264	0.691681270575427	ENSMUSG00000042942.18	Normal
Cpq	42.0598902542529	0.581120852915857	0.726165041704994	0.800260022916303	0.42356015995193	0.691713354741642	ENSMUSG00000039007.10	Normal
Zfp637	168.922169387539	0.334523692161083	0.418555249814492	0.799234252370142	0.42415459428402	0.691848522710492	ENSMUSG00000059689.15	Normal
Sumf2	269.027799742131	0.308689624364884	0.386032600767425	0.79964651625592	0.423915628632397	0.691848522710492	ENSMUSG00000025538.15	Normal
Psma7	1172.41397428167	0.258732766152303	0.323712670969563	0.799266724337247	0.424135769295906	0.691848522710492	ENSMUSG00000027566.15	Normal
Grb10	3571.08268664672	-0.247200063667368	0.309128369935817	-0.799667994622081	0.423903181018026	0.691848522710492	ENSMUSG00000020176.17	Normal
Wdr26	1736.50416525354	-0.25001617638386	0.312746714593338	-0.799420632472365	0.424046550709281	0.691848522710492	ENSMUSG00000038733.14	Normal
Topors	820.312719319159	-0.261135762866346	0.326758494008373	-0.799170542326143	0.424191530356151	0.691848522710492	ENSMUSG00000036822.6	Normal
Fam222b	222.717433206159	-0.311631400994839	0.389918436011189	-0.799222022387001	0.424161684504311	0.691848522710492	ENSMUSG00000037750.16	Normal
Bnc2	206.443413234808	-0.354831564399624	0.443722428142844	-0.799670113329038	0.423901953150034	0.691848522710492	ENSMUSG00000028487.18	Normal
Ophn1	99.1932067513699	-0.501572462996715	0.627025945676042	-0.799922979990777	0.423755422633688	0.691848522710492	ENSMUSG00000031214.13	Normal
Nop56	2305.51921304267	-0.230125114345683	0.288263461440716	-0.798315239800207	0.424687576409131	0.692558044862592	ENSMUSG00000027405.16	Normal
Sec63	1171.07826891084	-0.254226349077528	0.318510270960738	-0.798173158782895	0.424770011333418	0.692592964895029	ENSMUSG00000019802.13	Normal
Knl1	724.321484008468	-0.333533741310623	0.417940518380479	-0.798041172468914	0.424846597721405	0.69261834015196	ENSMUSG00000027326.13	Normal
Tmem151b	44.816660667383	0.759432525989098	0.95218053632946	0.797571990829195	0.425118910399569	0.692892144238265	ENSMUSG00000096847.2	Normal
Kdelr1	782.993598220476	0.323859438982358	0.406125784832142	0.797436289636752	0.425197690274847	0.692892144238265	ENSMUSG00000002778.14	Normal
Myl12a	2557.40978596928	-0.225575802850758	0.282875618426524	-0.797438125298703	0.425196624544059	0.692892144238265	ENSMUSG00000024048.15	Normal
C330007P06Rik	606.90903856641	-0.266601732107145	0.33443222331211	-0.79717716632329	0.425348145224157	0.693037819163678	ENSMUSG00000006423.15	Normal
Gm38158	81.4092271257092	-0.507136736756943	0.636447409518983	-0.796824261002537	0.425553102876623	0.693272243095978	ENSMUSG00000103367.1	Normal
Taf4	311.535089848756	0.32661903356935	0.409959099925489	0.79671126614512	0.425618739348863	0.693279662974971	ENSMUSG00000039117.16	Normal
Cpne7	46.6817258044869	0.817919464375354	1.02701819473022	0.796402116897457	0.425798348216126	0.693304150783625	ENSMUSG00000034796.14	Normal
Baz1b	2749.00885958919	0.291674637631952	0.366255191919075	0.796369973907151	0.425817025120057	0.693304150783625	ENSMUSG00000002748.7	Normal
Cd63-ps	1007.0099145734	-0.245234915551306	0.30793187599228	-0.796393406044961	0.425803409669204	0.693304150783625	ENSMUSG00000085939.3	Normal
Zfp27	96.0971925980385	-0.422006102299867	0.530035476179709	-0.796184635303139	0.425924726706904	0.693380041325784	ENSMUSG00000062040.14	Normal
Qrsl1	142.637207139823	-0.360920538753519	0.453389533704251	-0.79604955986688	0.42600323002087	0.69340838387163	ENSMUSG00000019863.7	Normal
Gm46430	164.016368400125	-0.352380870649785	0.442874418450358	-0.795667701654083	0.426225204526121	0.693670213847358	ENSMUSG00000113204.1	Normal
Krcc1	394.560149913598	-0.292897476065697	0.368519708580597	-0.794794604592061	0.426732990005674	0.694397051837189	ENSMUSG00000053012.17	Normal
Phf12	518.216702216899	0.289475811922076	0.364302290869218	0.794603325802295	0.426844283123314	0.69447858564358	ENSMUSG00000037791.15	Normal
Mtcl1	91.0271512390345	0.596484508443685	0.750986143334862	0.794268328034535	0.427039238047239	0.694696194902704	ENSMUSG00000052105.17	Normal
Spg20	381.226738532375	0.325502665756992	0.410158056236758	0.793603004518581	0.427426582800573	0.694894808478805	ENSMUSG00000036580.15	Normal
Erc1	857.713199526356	0.284339568095076	0.358278790855772	0.793626570570679	0.427412859383654	0.694894808478805	ENSMUSG00000030172.15	Normal
Utp3	501.186744764582	0.283535496307477	0.357178801928469	0.793819495380524	0.427300521511372	0.694894808478805	ENSMUSG00000070697.4	Normal
Isy1	262.438235325473	-0.303438885686183	0.382389832129007	-0.793532830087941	0.427467449585816	0.694894808478805	ENSMUSG00000030056.8	Normal
Ormdl2	112.138647883444	-0.394833045644614	0.497394125841811	-0.793803193747779	0.427310013097098	0.694894808478805	ENSMUSG00000025353.5	Normal
Csnk2b	1104.83914013832	-0.239408616260034	0.301743956951289	-0.793416440477985	0.427535235262786	0.694905473325594	ENSMUSG00000024387.13	Normal
Zyx	1880.94048525057	0.325615811352822	0.410551529254642	0.793118008703996	0.427709071474694	0.694970452373024	ENSMUSG00000029860.16	Normal
Tpr	3413.65535534329	-0.229660870041826	0.289525154489743	-0.793232872793311	0.427642158385264	0.694970452373024	ENSMUSG00000006005.18	Normal
Ccdc137	467.64681987239	-0.260023110319417	0.327928027625918	-0.792927375564364	0.427820136628222	0.694970452373024	ENSMUSG00000049957.14	Normal
AW209491	183.208682111253	-0.325990201436556	0.411081114379633	-0.793007000403099	0.42777374420027	0.694970452373024	ENSMUSG00000039182.6	Normal
Terf2ip	208.615709070142	0.32835298807045	0.414387771083171	0.792380979805862	0.428138566371884	0.695388198099726	ENSMUSG00000033430.10	Normal
Gm2000	219.338256456891	0.318626827641728	0.402286666261247	0.792039245553343	0.428337793119202	0.695612240936177	ENSMUSG00000078193.2	Normal
Ccdc85c	88.1046839561126	0.42058859103416	0.53115572916788	0.791836683552418	0.428455909662717	0.695704517120434	ENSMUSG00000084883.2	Normal
Psat1	3091.21397819166	-0.260708424854376	0.329297444972755	-0.791711046758794	0.428529179635326	0.695723957783	ENSMUSG00000024640.9	Normal
Ano10	250.945281479996	0.378347617657463	0.477985175188085	0.791546761902365	0.428624999722038	0.695779998118583	ENSMUSG00000037949.8	Normal
Lsg1	572.134219892531	0.261424928759189	0.330390673625271	0.791260013155508	0.428792277432978	0.695852494833328	ENSMUSG00000022538.20	Normal
Mafg	1010.4470727463	0.244507302752383	0.30898765731828	0.791317377769955	0.428758810181673	0.695852494833328	ENSMUSG00000051510.13	Normal
Srp68	1070.05881502335	0.273672914932807	0.345973612767326	0.791022508172776	0.428930857048598	0.695977873838683	ENSMUSG00000020780.15	Normal
Zfp783	66.9316539909731	0.468172554218329	0.592167206907502	0.790608714493471	0.429172359945761	0.696270195166436	ENSMUSG00000072653.14	Normal
Fam168a	570.455124559659	0.326341107143852	0.413009458850686	0.790154075531313	0.429437792528701	0.696312742503702	ENSMUSG00000029461.17	Normal
Sel1l	1123.41534109942	0.26993321687836	0.341680785619292	0.790015793217957	0.429518545026144	0.696312742503702	ENSMUSG00000020964.14	Normal
Slc25a3	5018.44726843561	-0.216498722865086	0.274063405683054	-0.789958521917591	0.429551992237808	0.696312742503702	ENSMUSG00000061904.12	Normal
Klhdc2	1053.46900900717	-0.234540670653741	0.296877235397403	-0.7900257840241	0.429512710415659	0.696312742503702	ENSMUSG00000020978.10	Normal
E2f4	989.200207583215	-0.236122038586959	0.298823474361295	-0.790172321942398	0.429427137860606	0.696312742503702	ENSMUSG00000014859.9	Normal
Procr	109.768694946867	-0.675185010632085	0.854736657954358	-0.789933372283348	0.429566680441491	0.696312742503702	ENSMUSG00000027611.12	Normal
Gm10069	48.0358859470752	0.556271585926536	0.704627263733351	0.789455098542772	0.429846063385152	0.696420897442956	ENSMUSG00000059659.7	Normal
Maob	55.9625824337348	0.529460663380995	0.670892460304757	0.789188572994969	0.430001799697127	0.696420897442956	ENSMUSG00000040147.14	Normal
Sdk1	58.9435220604533	0.496838980930693	0.630143993225026	0.788453093693571	0.430431725173414	0.696420897442956	ENSMUSG00000039683.16	Normal
Zfp12	168.071646501634	0.382190243532368	0.484729993343967	0.788460068038669	0.430427647138687	0.696420897442956	ENSMUSG00000029587.16	Normal
Btg2	558.109527341009	0.287550341504819	0.364411736210274	0.789080901990752	0.430064723351162	0.696420897442956	ENSMUSG00000020423.6	Normal
Rbm22	726.816507873893	-0.24467917790958	0.310085251630674	-0.789070672090541	0.430070702051286	0.696420897442956	ENSMUSG00000024604.7	Normal
Tlk2	656.066768826084	-0.252774931385113	0.32060966753782	-0.788419554925913	0.430451336253988	0.696420897442956	ENSMUSG00000020694.17	Normal
Kpnb1	7861.65651325143	-0.252965757418747	0.320873077120399	-0.788367038110301	0.430482045385937	0.696420897442956	ENSMUSG00000001440.5	Normal
Zc3h14	1057.91539180597	-0.255322708979899	0.323711806249185	-0.788734621508855	0.430267128222537	0.696420897442956	ENSMUSG00000021012.16	Normal
Mrpl18	334.71979991987	-0.29029065642216	0.36805070323297	-0.788724634601257	0.430272966503683	0.696420897442956	ENSMUSG00000057388.9	Normal
Nfxl1	291.92677975697	-0.294553655729405	0.373325420203239	-0.788999729964946	0.43011216435977	0.696420897442956	ENSMUSG00000072889.9	Normal
Maml2	155.897692394185	-0.342001241723128	0.433089311150009	-0.789678324812476	0.429715652937037	0.696420897442956	ENSMUSG00000031925.17	Normal
Zfp950	185.755645992268	-0.34381884990367	0.436125020520308	-0.788349289140726	0.43049242435769	0.696420897442956	ENSMUSG00000074733.14	Normal
Zfp971	75.3776547016834	-0.466308355155276	0.590587777166249	-0.789566552482192	0.429780948291118	0.696420897442956	ENSMUSG00000074519.11	Normal
Fignl1	741.33801256452	-0.272428966498957	0.34563668570892	-0.788194592076329	0.430582891896764	0.69646798105006	ENSMUSG00000035455.12	Normal
Prdm11	45.4778638899066	0.550946597892508	0.699520691667597	0.787605862778839	0.430927284308458	0.69682642497521	ENSMUSG00000075028.12	Normal
Tbc1d31	320.101341042131	0.29608579886592	0.375910214661732	0.787650314669837	0.430901275451104	0.69682642497521	ENSMUSG00000022364.14	Normal
Pfkfb2	83.6678007569231	0.428812289013706	0.544636870652146	0.78733613554339	0.431085121578878	0.696982354689496	ENSMUSG00000026409.14	Normal
Pla2g15	83.7722609989785	0.425442306263241	0.540506840882237	0.787117338919925	0.43121318022311	0.697090100488861	ENSMUSG00000031903.7	Normal
Ptprm	86.4980887178974	-0.461095856127726	0.585933779479493	-0.786941924627275	0.431315863717664	0.697108916515981	ENSMUSG00000033278.10	Normal
Homer2	66.1376139488639	-0.525728454174638	0.6681112323621	-0.786887614979815	0.431347658210725	0.697108916515981	ENSMUSG00000025813.14	Normal
Gm5844	52.6120470712739	-0.518898084708163	0.65960296905684	-0.786682457554929	0.431467775768426	0.697203766368399	ENSMUSG00000082896.1	Normal
Mff	710.333231036803	-0.24446726954404	0.310888188277326	-0.786351102300369	0.43166182179853	0.697418032372003	ENSMUSG00000026150.14	Normal
Asap2	217.666663663336	0.356006158438122	0.452833766951242	0.786174054189856	0.431765524247652	0.697486293796023	ENSMUSG00000052632.16	Normal
Dis3l2	183.121551504666	0.368459172863373	0.469082653191767	0.78548880534438	0.432167031329709	0.697860245948019	ENSMUSG00000053333.15	Normal
Trim28	2762.87413879594	0.262079307760881	0.333585350225148	0.785643936653676	0.4320761164846	0.697860245948019	ENSMUSG00000005566.14	Normal
Sipa1l3	685.660726690645	0.244836594088834	0.31170943595916	0.785464172220031	0.432181468613976	0.697860245948019	ENSMUSG00000030583.16	Normal
Pcsk4	66.3822002104876	0.590985124988901	0.752688157896484	0.785165966527905	0.432356266829985	0.697943909617455	ENSMUSG00000020131.14	Normal
Snhg14	72.1404276690511	-0.635927783369953	0.809909728916176	-0.785183534245172	0.432345968086206	0.697943909617455	ENSMUSG00000100826.6	Normal
Gart	1244.81381671141	0.252385957434015	0.321569857541925	0.784855767773912	0.43253813841278	0.698123829971835	ENSMUSG00000022962.15	Normal
Ssr2	933.69873103435	0.240975510336456	0.307066680066056	0.784766065418158	0.432590739752592	0.698123829971835	ENSMUSG00000041355.13	Normal
Tjp2	415.761703156665	0.264591363068012	0.337342422676364	0.784340614408441	0.432840274076987	0.698378913318536	ENSMUSG00000024812.11	Normal
Ska3	272.0553471721	-0.319892393637537	0.407876822745321	-0.784286764529588	0.432871863893912	0.698378913318536	ENSMUSG00000021965.3	Normal
Zfp36	137.206271406068	-0.388797970001998	0.495846020146846	-0.784110296754735	0.432975394083819	0.698446663281885	ENSMUSG00000044786.6	Normal
Atp6v0e	531.22001246912	-0.253009435884499	0.322758842987768	-0.783896216575817	0.4331010099672	0.698550016076129	ENSMUSG00000015575.15	Normal
Cpped1	614.103659281526	-0.252492290643103	0.322164783203786	-0.783736472162411	0.433194756974095	0.698601945390165	ENSMUSG00000065979.12	Normal
Casp8ap2	672.095776349188	-0.254250137065319	0.324539393078002	-0.783418415416248	0.433381445511793	0.698704716552718	ENSMUSG00000028282.12	Normal
Slc30a6	269.731036510586	-0.306160248059569	0.390800557520497	-0.783418145567796	0.433381603923448	0.698704716552718	ENSMUSG00000024069.14	Normal
Zcchc17	215.347283625066	0.354977914821547	0.453506143239858	0.782741138379244	0.433779139196833	0.699147007935822	ENSMUSG00000028772.19	Normal
Snrnp200	3439.81963720754	0.219881556932091	0.280875753432374	0.782842784558945	0.433719439617369	0.699147007935822	ENSMUSG00000003660.10	Normal
Arhgdig	69.9651032582497	0.495574509455205	0.6332296732836	0.782614160965347	0.433853723175634	0.699167933841182	ENSMUSG00000073433.11	Normal
Rab18	1032.84003940971	-0.23445833686452	0.299638426504112	-0.782470858627682	0.433937904989029	0.699204318799756	ENSMUSG00000073639.6	Normal
Asna1	618.255991693114	0.252819322675153	0.323154673026384	0.782347723173761	0.434010247468321	0.699221619413121	ENSMUSG00000052456.9	Normal
Bcl7b	179.224427166998	0.364650368496825	0.466183112058844	0.782204157689002	0.434094601456941	0.699258263771826	ENSMUSG00000029681.12	Normal
Dlgap4	671.350820539445	0.267239083593076	0.342060570340375	0.781262462747911	0.434648142847604	0.699951251606173	ENSMUSG00000061689.15	Normal
Daam1	906.586153381828	-0.247500004291597	0.316763370446283	-0.781340354924555	0.434602341284421	0.699951251606173	ENSMUSG00000034574.10	Normal
Arhgap17	355.262700267435	0.285310199170348	0.365897338097067	0.779754782186088	0.435535226646681	0.701280298260722	ENSMUSG00000030766.15	Normal
Sf3a3	840.213867111752	0.266680399753543	0.342089560016172	0.779563105465528	0.435648079503515	0.701362510973744	ENSMUSG00000028902.4	Normal
Rab5b	608.349090150706	0.310442324886783	0.398437304932527	0.779149745878726	0.435891509231592	0.701654890055108	ENSMUSG00000000711.3	Normal
Zfp934	88.4254504957631	-0.476016491459926	0.611331435079746	-0.778655348220121	0.436182765703201	0.702024162043581	ENSMUSG00000074865.11	Normal
Man2b1	236.168259845856	0.313552095594071	0.402923960308404	0.778191734624255	0.436455988748309	0.702364309129918	ENSMUSG00000005142.10	Normal
Arhgdib	88.7533793059437	0.510075579765732	0.655962709910544	0.777598439757792	0.436805781128473	0.702473856897378	ENSMUSG00000030220.13	Normal
Ss18l1	69.06119511527	0.455268539723663	0.585740172580684	0.777253398410113	0.437009283442052	0.702473856897378	ENSMUSG00000039086.9	Normal
Wdr13	236.198855573212	0.354072217648148	0.455532498352428	0.777271037585152	0.436998878689763	0.702473856897378	ENSMUSG00000031166.13	Normal
Strada	287.294491817275	0.32276954663846	0.415278373376958	0.777236589552605	0.437019198550871	0.702473856897378	ENSMUSG00000069631.14	Normal
Fbxo21	330.817324879203	0.287432451899432	0.369519976649495	0.777853621083318	0.436655312572787	0.702473856897378	ENSMUSG00000032898.9	Normal
Gtf2f2	311.079757240148	-0.292192296585896	0.3758286348813	-0.777461506301084	0.436886536728343	0.702473856897378	ENSMUSG00000067995.4	Normal
Nfkbiz	128.156186733594	-0.408841274209315	0.525724213389528	-0.777672520680323	0.436762095978768	0.702473856897378	ENSMUSG00000035356.17	Normal
Wasf1	46.9192135564728	-0.550140418809018	0.70717636677173	-0.777939485337182	0.436604689131819	0.702473856897378	ENSMUSG00000019831.14	Normal
BC004004	407.306934272744	0.258461181559647	0.332962300708789	0.776247584214344	0.437602815130608	0.703312369262588	ENSMUSG00000052712.17	Normal
Appl2	139.064606301959	0.367176718911824	0.473419265273497	0.775584657924099	0.437994261897694	0.703841833857968	ENSMUSG00000020263.14	Normal
Gm10156	64.8508961674295	0.567195889544426	0.731681661929213	0.775194895617459	0.43822450393116	0.704112134713854	ENSMUSG00000066245.5	Normal
Rnf219	341.380590564156	-0.304907283398318	0.393514728048259	-0.774830677648553	0.438439719191798	0.704358218376066	ENSMUSG00000022120.4	Normal
Pik3r1	746.910858289969	0.256078503117757	0.330608259072983	0.774567773460331	0.438595106204894	0.704508131251847	ENSMUSG00000041417.15	Normal
Chrna1	8267.38613158042	-0.241495963560597	0.311889415114382	-0.774299966133928	0.438753423707597	0.704598913151682	ENSMUSG00000027107.3	Normal
Rbm12b2	143.023215608651	-0.353249969111923	0.456240781941215	-0.774262150807549	0.438775781335338	0.704598913151682	ENSMUSG00000052137.11	Normal
Brip1	316.162420890153	-0.288110606490894	0.372229624818455	-0.774013101808896	0.438923043403029	0.704735682928898	ENSMUSG00000034329.16	Normal
Ggt5	81.316060736212	0.682664180724316	0.882130983116491	0.773880743098404	0.43900131834049	0.704761663813941	ENSMUSG00000006344.17	Normal
Tlcd1	128.405217428124	-0.368946606521082	0.476889394903966	-0.773652361456641	0.439136398638914	0.704878818349834	ENSMUSG00000019437.17	Normal
Rpl17-ps3	516.456898408361	0.310404466313849	0.401651016292531	0.772821314331681	0.43962813736654	0.705353189434923	ENSMUSG00000113948.1	Normal
Klf2	264.569094116019	0.286762400842881	0.371101614026774	0.772732831127464	0.439680512357011	0.705353189434923	ENSMUSG00000055148.7	Normal
Atp5j2	671.853681975556	0.248837506615658	0.321933445979674	0.772947047668257	0.4395537194329	0.705353189434923	ENSMUSG00000038690.15	Normal
Ofd1	168.058203008711	-0.332633042467912	0.430440838626856	-0.772772963478653	0.43965675676635	0.705353189434923	ENSMUSG00000040586.8	Normal
Fam221a	48.1803717217758	0.529274494973456	0.685686014229684	0.771890462966574	0.440179306344476	0.70539934313429	ENSMUSG00000047115.15	Normal
Sarm1	71.6889670877698	0.449236885573316	0.581915115950281	0.771997278056099	0.440116039640844	0.70539934313429	ENSMUSG00000050132.13	Normal
